,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
434,Collier,683,France,Male,33,8,0,1,0,0,73564,0
435,Ricci,762,France,Female,51,3,99286,1,0,1,85578,0
436,Carr,627,Germany,Female,30,4,79871,2,1,0,129826,0
437,No information avilable,516,France,Male,35,10,104088,2,0,0,119666,0
438,Findlay,800,France,Female,38,2,168190,2,1,0,68052,0
439,Hughes,464,Germany,Female,42,3,85679,1,1,1,164104,0
440,Chukwuemeka,626,France,Female,35,3,0,1,0,0,80190,0
441,Genovese,790,France,Female,31,9,0,2,1,0,84126,0
442,Swift,534,France,Female,34,7,121551,2,1,1,70179,0
443,Ugoji,745,France,Male,46,2,122220,1,1,1,118024,0
444,Parkinson,553,Spain,Male,47,3,116528,1,0,0,145704,1
445,Ross,748,France,Female,26,1,77780,1,0,1,183049,0
446,Oleary,722,France,Male,37,2,97245,1,0,0,120906,0
447,Turnbull,501,France,Male,40,4,125832,1,1,1,100433,0
448,Uspensky,675,France,Female,38,6,68065,1,0,0,138777,1
449,Cook,778,Spain,Female,47,6,127299,2,1,0,124694,0
450,Newbold,494,Germany,Female,37,7,174937,1,1,0,40084,0
451,Uchechukwu,850,France,Male,40,9,0,2,0,1,119232,0
452,Ch'en,592,Spain,Male,31,7,110071,1,0,0,43921,0
453,He,590,Spain,Female,44,3,139432,1,1,0,62222,0
454,Hilton,758,France,Female,39,6,127357,1,0,1,56577,0
455,Sal,506,France,Female,36,5,0,2,1,0,164253,0
456,Eluemuno,733,France,Male,33,3,0,1,1,1,7666,0
457,Titus,711,France,Male,38,3,0,2,1,0,68487,0
458,Yin,514,Germany,Male,43,1,95556,1,0,1,199273,1
459,Lettiere,637,Spain,Male,37,8,0,1,1,1,186062,0
460,Templeman,468,Germany,Male,29,1,111681,2,1,1,195711,0
461,Chibuzo,539,France,Male,39,3,97245,2,1,0,36692,0
462,Sun,509,Spain,Female,37,3,108738,2,1,0,106920,0
463,Evans,662,France,Female,32,4,133950,1,1,1,48725,1
464,Ogbonnaya,818,France,Male,26,4,0,2,1,1,167036,0
465,Enyinnaya,608,France,Male,33,9,89968,1,1,0,68777,0
466,Olisanugo,850,Spain,Female,32,9,0,2,1,1,18924,0
467,Brookes,816,Germany,Female,38,5,130878,3,1,0,71905,1
468,Padovano,536,France,Male,35,8,0,2,1,0,64833,0
469,Fisk,753,France,Male,35,3,0,2,1,1,184843,0
470,Shih,631,Spain,Male,27,10,134169,1,1,1,176730,0
471,Hare,703,France,Male,37,1,149762,1,1,0,20629,1
472,Muir,774,France,Male,26,2,93844,1,1,0,28415,0
473,Fanucci,785,France,Male,28,8,0,2,1,0,77231,0
474,Elewechi,571,France,Female,33,1,0,2,1,0,102750,0
475,Johnston,621,Germany,Female,46,6,141078,1,0,0,34580,1
476,Pisano,605,Germany,Female,31,1,117992,1,1,1,183598,0
477,Ankudinov,611,France,Female,40,8,100812,2,1,0,147358,0
478,Nwokike,569,France,Male,38,7,0,1,1,1,108469,0
479,Smith,658,France,Male,29,4,80262,1,1,1,20612,0
480,Atkins,788,Spain,Male,34,6,156478,1,0,1,181196,0
481,Burns,525,France,Female,23,5,0,2,1,0,160249,0
482,Obiuto,798,France,Male,37,8,0,3,0,0,110783,0
483,Pirozzi,486,Germany,Male,37,9,115217,2,1,0,144995,0
484,George,615,Spain,Male,61,9,97245,2,1,0,150227,1
485,Lewis,730,France,Male,35,0,155470,1,1,1,53718,0
486,Moran,641,France,Male,37,7,0,2,1,0,75248,0
487,Dalrymple,542,France,Male,39,3,135096,1,1,1,14353,1
489,Kirby,714,Germany,Female,55,9,180075,1,1,1,100127,0
490,Houghton,591,Spain,Male,29,1,97541,1,1,1,196356,0
491,Martin,710,France,Female,41,2,156067,1,1,1,9983,0
492,Tan,639,France,Female,38,4,81550,2,0,1,118974,0
493,Hsia,531,France,Female,47,6,0,1,0,0,194998,1
494,Westerberg,673,France,Female,38,2,170061,2,0,0,134901,1
495,Hale,765,Germany,Male,36,8,92310,2,1,1,72924,0
496,Kryukova,622,France,Female,32,6,169089,2,1,0,101057,0
497,Sopuluchukwu,806,France,Male,40,5,80613,1,1,1,142838,0
498,Barry,757,Germany,Male,26,8,121581,2,1,1,127059,0
499,Selezneva,570,France,Female,58,8,0,1,0,1,116503,1
500,Chizuoke,555,Spain,Male,32,4,0,2,1,1,54405,0
501,Lueck,692,France,Male,54,5,0,2,1,1,88721,0
502,Udinese,774,France,Male,60,5,85891,1,1,0,74135,1
503,Udobata,638,Spain,Male,44,9,77637,2,1,1,111346,0
504,Freeman,543,Spain,Female,41,4,0,1,0,0,194902,0
506,Obiuto,691,Germany,Male,30,7,116927,1,1,0,21198,0
507,Lo,684,Germany,Female,40,6,137326,1,1,0,186976,0
508,Okechukwu,733,France,Female,22,5,0,2,1,1,117202,0
509,King,599,Spain,Female,37,2,0,2,1,1,143739,0
510,Forbes,524,Germany,Female,31,10,67238,2,1,1,161811,0
511,Macleod,632,Germany,Female,38,6,86569,2,1,0,98090,0
512,Gibbs,735,Spain,Male,34,5,0,2,0,0,71095,0
513,Isayev,734,France,Male,34,6,133598,1,1,1,13107,0
514,Pisano,605,France,Female,51,3,136188,1,1,1,67110,1
515,Belstead,793,Spain,Male,38,9,0,2,1,0,88225,0
516,Vassiliev,468,France,Female,56,10,0,3,0,1,62256,1
517,Schneider,779,Germany,Male,37,7,120092,2,1,0,135925,0
518,Mazzanti,698,France,Male,48,4,101238,2,0,1,177815,1
519,Knipe,707,France,Male,58,6,89685,1,0,1,126471,0
520,Macartney,850,France,Female,35,1,211774,1,1,0,188574,1
521,Madukwe,850,France,Male,56,7,131317,1,1,1,119175,0
522,Watts,527,Spain,Male,37,5,93722,2,1,1,139093,0
523,Humphreys,696,Germany,Male,32,8,101160,1,1,1,115916,0
524,Wu,661,France,Male,48,3,120320,1,0,0,96463,0
525,Chin,776,France,Female,31,2,0,2,1,1,112349,0
526,Chesnokova,701,France,Male,43,2,0,2,1,1,165303,0
527,Kung,610,France,Male,26,8,0,2,1,0,166031,0
528,Lu,572,Germany,Female,48,3,152827,1,1,0,38411,1
529,Nkemakolam,673,France,Male,30,1,64097,1,1,1,77783,0
530,Walton,519,Spain,Female,57,2,119035,2,1,1,29871,0
531,Brookes,702,Spain,Female,26,4,135219,1,0,1,59747,0
532,Baldwin,729,France,Male,32,6,93694,1,1,1,79919,0
533,Mai,543,Spain,Male,35,10,59408,1,1,0,76773,0
534,Shih,550,France,Female,40,7,114354,1,1,0,54018,0
535,He,608,France,Male,59,1,0,1,1,0,70649,1
536,Fiorentini,639,Germany,Male,35,10,128173,2,1,0,59093,0
537,Lucciano,686,Spain,Male,34,9,0,2,1,0,127569,0
538,Ferreira,564,Germany,Female,62,5,114931,3,0,1,18260,1
539,Ukaegbunam,745,Germany,Female,28,1,111071,1,1,0,73275,1
540,De Luca,833,France,Male,37,8,151226,2,1,1,136129,0
541,Milne,622,France,Male,26,9,0,2,1,1,153237,0
542,Davide,597,France,Female,42,4,64740,1,1,1,106841,0
543,Kodilinyechukwu,721,Spain,Male,51,0,169312,1,1,0,109078,1
544,Little,504,France,Female,49,7,0,3,0,1,87822,1
545,Burns,842,Spain,Female,44,2,112652,2,1,0,126644,0
546,Paterson,587,France,Male,38,0,0,1,1,0,47414,0
547,Han,479,Germany,Female,30,7,143964,2,1,0,41879,0
548,Kryukova,508,France,Male,49,7,122451,1,1,1,75808,0
549,Ijendu,749,France,Male,24,1,0,3,1,1,47911,0
550,Reichard,721,Germany,Female,36,3,65253,2,1,0,28737,0
551,Day,674,Germany,Male,47,6,106901,1,1,1,2079,1
552,Price,685,Spain,Female,25,10,128509,1,1,0,121562,0
553,Bruce,417,France,Male,34,7,0,2,1,0,55003,0
554,Sumrall,574,Germany,Male,33,3,129834,1,1,0,193131,0
555,Lu,590,Spain,Female,51,3,154962,3,0,1,191932,1
556,Lazarev,587,Germany,Male,40,5,138241,2,1,0,159418,0
557,Miller,598,Germany,Male,41,3,91536,1,1,0,191468,1
558,Wentworth-Shields,741,Spain,Male,53,3,0,2,1,1,38913,0
559,Ritchie,850,Spain,Female,70,5,0,1,1,1,705,0
561,Power,650,Spain,Male,61,1,152968,1,0,1,82970,0
562,Tan,607,Spain,Male,36,8,158261,1,1,1,76744,0
563,Pendergrass,509,France,Female,46,5,0,1,1,0,71244,1
564,Evans,689,Spain,Female,38,6,121021,1,1,1,12182,0
565,Hsia,543,France,Male,36,4,0,2,1,1,141210,0
566,Billson,438,Spain,Female,37,2,0,1,0,0,191763,1
567,Teng,687,Spain,Female,63,1,137715,1,1,1,37938,0
568,Moretti,737,France,Male,31,5,121192,2,1,1,74890,0
569,Jordan,761,France,Male,31,7,0,1,1,1,166698,0
570,Ts'ao,601,France,Male,44,1,100486,2,1,1,62678,0
571,Osborne,651,France,Male,45,1,0,1,1,0,67740,1
572,Carslaw,745,France,Male,35,9,92566,2,1,0,161519,0
573,Ch'ang,648,Spain,Female,49,10,0,2,1,1,159835,1
574,Hung,848,Spain,Male,40,3,110929,1,1,1,30876,0
575,Gordon,546,France,Female,27,8,0,2,1,1,14858,0
576,Obialo,439,Spain,Female,32,3,138901,1,1,0,75685,0
577,Gray,755,France,Male,30,4,123217,2,0,1,144183,0
578,Lin,593,France,Female,41,6,97245,1,1,0,65170,0
579,Hopkins,701,France,Male,39,2,0,2,1,1,82526,0
580,Dobson,701,Spain,Male,36,8,0,1,1,0,169161,0
581,McKay,607,Spain,Female,33,2,108431,2,0,1,109291,1
582,Revell,586,Spain,Female,57,3,0,2,0,1,6057,0
583,Rickards,547,France,Female,30,9,72392,1,1,0,77077,0
584,Begum,647,Germany,Female,51,1,119741,2,0,0,54954,1
585,Onyinyechukwuka,760,France,Female,51,2,100946,1,0,0,179614,1
586,Zuyev,621,Spain,Male,53,9,170491,1,1,0,35588,1
587,Nwankwo,725,France,Male,44,5,0,1,1,1,117356,0
588,Hao,526,France,Male,36,1,0,1,1,0,160696,0
589,Ma,519,Spain,Female,47,6,157296,2,0,0,147278,1
590,Okwuadigbo,713,Germany,Female,38,7,144606,1,1,1,56594,1
591,Mitchell,700,France,Male,38,8,134811,1,1,0,1299,0
592,Chan,666,France,Female,34,9,115897,1,1,1,25095,0
593,Buchi,630,Spain,Male,32,4,82034,1,0,0,146326,0
594,Greco,779,Spain,Female,26,4,174318,2,0,1,38296,0
595,Lombardi,611,Germany,Female,41,2,114206,1,1,0,164061,0
596,Uchenna,685,Spain,Male,43,9,0,2,1,0,107811,0
597,Coffman,646,Germany,Male,39,9,111574,1,1,1,30838,0
598,Alexandrova,683,Germany,Female,57,5,162448,1,0,0,9221,1
599,Fallaci,484,Germany,Female,34,4,148249,1,0,1,33738,0
600,Hudson,601,France,Female,43,5,0,3,0,1,110916,1
601,Mai,762,Spain,Female,26,7,123709,2,1,1,169654,0
602,Stout,687,France,Female,72,9,0,1,0,1,69829,0
603,Burke,566,France,Male,30,5,0,1,1,0,54926,1
604,Chadwick,702,France,Male,37,10,150525,1,1,1,94728,0
605,Lawrence,601,France,Male,29,9,0,1,1,1,80393,0
606,Bellucci,699,France,Male,53,4,97245,2,0,1,111307,0
607,Harper,584,France,Male,28,10,0,2,1,0,19834,0
608,Boyle,699,France,Male,35,5,0,2,1,1,78397,0
609,Duncan,698,Germany,Female,51,2,111018,1,1,0,86410,0
610,Moss,495,France,Male,30,10,129755,1,0,0,172749,0
611,Avdeyeva,650,France,Female,27,6,0,2,1,0,1002,0
612,Crawford,605,France,Female,64,2,129555,1,1,1,13601,0
613,Lynton,667,Spain,Male,38,1,87202,1,1,1,77866,0
614,Duncan,688,Germany,Male,26,8,146133,1,1,1,175296,0
615,Gether,727,Spain,Female,31,0,0,1,1,0,121751,1
616,Davidson,754,Spain,Male,39,6,170184,2,1,0,89593,0
617,Larionova,612,Germany,Female,62,8,140745,1,1,0,193437,1
618,Loggia,546,Spain,Male,42,7,139070,1,1,1,86945,0
619,Steinhoff,673,Spain,Female,37,8,0,2,1,1,183318,0
620,Guerra,593,France,Male,35,9,114193,1,1,0,71154,0
621,Pai,656,Spain,Female,40,10,167878,1,0,1,151887,0
622,Craig,535,Germany,Female,53,5,141616,2,1,1,75888,0
623,Lazareva,678,Germany,Male,36,3,145747,2,0,1,89566,0
624,Ch'iu,477,Spain,Female,48,2,129120,1,0,1,26475,0
625,Alderete,850,Spain,Male,35,7,110349,1,0,0,126355,0
626,Kung,427,France,Male,29,1,141325,1,1,1,93839,0
627,Palermo,752,France,Male,49,2,78653,1,1,0,7698,0
628,Ts'ai,649,France,Male,47,1,0,2,1,1,145593,0
629,Rahman,799,Spain,Female,28,3,142253,1,1,0,45042,0
630,McMillan,589,France,Female,61,1,0,1,1,0,61108,1
631,Pickering,583,Germany,Female,54,6,115988,1,1,0,57553,1
632,Mirams,839,Spain,Female,37,10,75592,1,1,0,62674,0
633,Tsao,540,Germany,Male,44,3,164113,2,1,1,12120,0
634,Douglas,850,France,Male,31,6,67996,2,0,0,50129,1
635,Jideofor,696,Spain,Female,51,5,0,2,1,0,55022,0
636,Bell,660,Spain,Female,37,5,97245,2,0,0,117834,0
637,Mairinger,682,France,Male,48,1,138778,1,0,1,168840,0
638,McIntyre,744,France,Female,43,10,147832,1,0,1,24234,0
639,Pagnotto,785,France,Female,36,4,135438,1,0,0,190627,0
640,K'ung,752,Spain,Male,48,5,116060,1,1,0,156618,1
641,Feng,706,France,Female,29,5,112564,1,1,0,42334,0
642,Donaldson,583,France,Female,27,1,125406,1,1,1,110784,0
643,Chambers,660,Germany,Female,39,5,135134,1,1,0,173683,1
644,Marcelo,819,France,Female,39,9,133102,1,1,0,27046,1
645,Ejimofor,673,France,Female,34,8,42157,1,1,0,20598,1
646,Dale,752,France,Female,30,3,0,2,1,1,104991,0
647,Pokrovsky,578,France,Male,38,7,82259,1,1,0,8996,0
648,Stonebraker,438,France,Female,36,4,0,2,1,0,64420,0
650,Anderson,629,France,Female,49,4,0,2,1,1,196335,0
651,Christian,720,France,Male,52,7,0,1,1,1,14781,0
652,Mao,668,France,Male,42,3,150461,1,1,0,108139,0
653,Campbell,459,Germany,Male,48,4,133994,1,1,1,19287,1
654,Ginikanwa,729,Spain,Male,31,8,164870,2,1,1,9567,0
655,Toscani,498,Germany,Male,25,8,121702,1,1,1,132210,0
656,Nnachetam,549,Spain,Male,25,6,193858,1,0,1,21600,0
657,Sagese,601,Germany,Female,54,1,131039,2,1,1,199661,0
658,Fleming,544,France,Male,64,9,113829,1,1,1,124341,0
659,Grubb,751,France,Female,30,6,0,2,1,0,15766,0
660,Napolitani,632,Germany,Female,41,3,81877,1,1,1,33642,0
661,Anenechi,694,Spain,Male,57,8,116326,1,1,1,117704,0
662,Chandler,678,France,Male,31,2,0,2,1,1,58803,0
663,Howells,695,France,Male,46,4,0,2,1,1,137537,0
664,Akeroyd,661,France,Female,41,1,0,2,0,1,131300,0
665,Onwumelu,661,France,Male,33,9,0,2,1,1,84174,0
666,Wallace,559,France,Female,31,3,127070,1,0,1,160941,0
667,Uwaezuoke,503,France,Male,29,3,0,2,1,1,143954,0
668,Loyau,695,Spain,Male,46,3,122549,1,1,1,56297,0
669,Small,640,France,Female,42,5,176099,1,1,1,8404,0
670,Bledsoe,624,Germany,Female,48,3,122388,2,0,0,30020,0
671,Kao,667,France,Male,42,9,0,1,0,1,58137,0
672,Wickens,642,France,Male,26,0,0,1,0,0,47472,0
673,Wertheim,640,Spain,Female,32,6,118879,2,1,1,19131,0
674,He,529,Spain,Male,35,5,0,2,1,1,187288,0
675,Jarvis,563,France,Female,39,5,0,2,1,1,17603,0
676,P'an,593,Spain,Female,38,4,88736,2,1,0,67020,0
677,Repina,739,Germany,Male,45,7,102703,1,0,1,147802,1
678,Pugliesi,788,Spain,Female,70,1,0,2,1,1,41610,0
679,Blakey,684,Spain,Female,38,3,0,2,1,0,44255,0
680,Nucci,482,France,Male,55,5,97318,1,0,1,78416,0
681,Higinbotham,591,Spain,Male,58,5,128468,1,0,1,137254,0
682,Achebe,651,Germany,Female,41,4,133432,1,0,1,151303,0
683,Russo,749,Germany,Female,40,8,141782,2,0,0,86333,0
684,Trevisani,583,France,Male,24,9,135125,1,0,0,89801,0
686,Maccallum,715,France,Female,31,2,112212,2,1,1,181600,0
687,Watkins,769,Germany,Female,45,5,126674,1,1,0,124118,1
688,Mitchel,625,France,Female,51,7,136294,1,1,0,38867,1
689,Ferdinand,641,France,Female,36,5,66392,1,1,0,31106,0
690,Otitodilinna,716,Germany,Male,27,1,97245,2,1,0,67611,0
691,Mamelu,767,France,Male,43,1,76408,2,1,0,77837,0
692,Beneventi,745,Germany,Male,36,8,145071,1,0,0,6078,0
693,Perrodin,589,France,Male,37,6,0,2,1,1,177896,0
694,Chinagorom,796,France,Female,45,2,109730,1,1,1,123882,0
695,Napolitano,664,France,Male,57,6,0,2,1,1,15304,0
696,Edgar,445,Spain,Male,62,1,64119,1,1,1,76569,1
697,Walker,543,Germany,Female,57,1,106138,2,1,1,120657,1
698,Steele,746,Spain,Male,36,2,0,2,1,1,16436,0
699,Elkins,742,Germany,Male,33,0,181656,1,1,1,107667,0
700,Hao,750,France,Female,32,5,0,2,1,0,95611,0
701,Toscano,669,France,Male,30,7,95128,1,0,0,19799,0
702,Savage,594,Spain,Female,49,2,126615,2,0,1,123214,0
703,Okwuadigbo,574,Spain,Male,36,1,0,1,0,1,71709,0
704,Mordvinova,659,Germany,Male,36,2,76190,2,1,1,149066,0
705,Welch,750,Germany,Male,40,5,168286,3,1,0,20451,1
706,Kent,626,Germany,Male,35,4,88109,1,1,1,32825,0
707,Campbell,620,France,Male,42,4,0,2,1,0,6232,0
708,Cooper,580,France,Female,35,8,0,2,0,1,10357,0
709,Mazzi,686,France,Female,34,3,123971,2,1,0,147794,0
710,Fisher,540,France,Male,48,0,148116,1,0,0,116973,0
711,Summers,634,Germany,Male,35,6,97245,1,1,0,129964,0
712,Brady,632,Spain,Male,38,1,120599,1,1,0,92816,0
713,Nicholls,501,France,Female,41,3,144260,1,1,0,172114,0
714,Yuan,650,Spain,Female,37,3,86605,3,1,0,16649,1
715,Robinson,786,France,Male,34,9,0,2,1,0,144517,0
716,Golubov,554,Germany,Female,37,4,58629,1,0,0,182038,0
717,Chen,701,Spain,Female,42,5,0,2,0,0,24210,0
718,Oldham,474,France,Male,45,10,0,2,0,0,172175,0
719,Kambinachi,621,France,Female,43,5,0,1,1,1,47578,0
720,Fleming,672,Spain,Female,56,2,209767,2,1,1,150694,1
721,Cunningham,459,Spain,Female,42,6,129634,2,1,1,177683,1
722,Obinna,669,France,Male,23,1,0,2,0,0,66088,0
723,Chinwemma,776,France,Female,38,2,169824,1,1,0,169291,0
724,Carpenter,694,France,Male,36,3,97530,1,1,1,117140,0
725,Yin,787,France,Female,42,10,145988,2,1,1,79510,0
726,Olsen,580,France,Male,37,9,0,2,0,1,77108,0
727,Ts'ai,711,France,Female,25,7,0,3,1,1,9679,0
728,Jen,673,France,Female,40,5,137494,1,1,0,81753,0
729,Preston,499,France,Female,57,1,0,1,0,0,131372,1
730,Ozioma,591,France,Male,24,6,147360,1,1,1,25310,0
731,Cody,769,France,Female,25,10,0,2,0,0,187925,0
732,Ponomarev,657,Spain,Male,31,3,125167,1,0,0,98820,0
733,Martin,738,Germany,Male,37,9,121152,2,1,0,64166,1
734,Milani,545,Germany,Female,60,7,128981,1,0,1,176924,1
735,Tang,497,France,Male,47,6,0,1,1,1,90055,0
736,Romani,816,Spain,Male,67,6,151858,1,1,1,72814,0
737,McIntyre,525,France,Male,36,2,114628,1,0,1,168290,0
738,Davis,725,France,Male,46,6,0,2,1,0,161767,0
739,Onyemauchechukwu,692,France,Female,28,8,95059,2,1,0,44420,0
740,Gell,618,France,Female,24,7,128736,1,0,1,37147,0
741,Rossi,546,France,Male,24,8,156325,1,1,1,125381,0
742,Chiwetelu,635,France,Male,29,7,105405,1,1,1,149853,0
743,Kirillova,611,France,Female,49,2,88915,3,0,0,161435,1
744,Shaw,650,France,Male,60,8,0,2,1,1,102925,0
745,Smith,606,France,Male,40,5,0,2,1,1,70899,0
746,Hsieh,844,France,Male,18,2,160980,1,0,0,145936,0
747,Onyemauchechukwu,450,Spain,Female,46,5,177619,1,1,0,54227,0
748,Martin,727,Spain,Male,38,2,62276,1,1,1,59280,0
749,Okwudilichukwu,460,Germany,Male,46,4,127559,2,1,1,126952,0
750,Onuoha,649,France,Male,41,0,0,2,0,1,130567,0
751,Muecke,758,Germany,Female,47,9,95523,1,1,0,73294,0
752,Hsieh,490,France,Female,35,7,107749,1,1,1,3937,0
754,Azubuike,838,Spain,Female,39,5,166733,2,1,0,14279,0
755,Nnonso,803,France,Male,31,9,157120,2,1,0,141300,0
756,Fuller,664,Germany,Female,36,2,127160,2,1,0,78140,0
757,Ashley,736,Spain,Female,28,2,0,2,1,1,117431,0
758,Ts'ui,633,France,Female,37,9,156091,1,1,0,72008,0
759,Buccho,664,France,Female,58,5,98668,1,1,1,60887,0
760,Chidozie,600,France,Female,43,5,134022,1,1,0,194764,0
761,Maclean,693,France,Female,35,5,124151,1,1,0,88705,1
762,Burns,663,Germany,Female,36,6,77253,1,0,0,35817,1
763,Chu,742,Germany,Female,21,1,114292,1,1,0,31520,0
764,Kenenna,710,Germany,Male,43,2,140080,3,1,1,157908,1
765,Beluchi,710,Spain,Female,27,2,135277,1,1,0,142200,0
766,Williamson,700,France,Female,82,2,0,2,0,1,182055,0
767,Bobrov,720,Germany,Male,60,9,115920,2,0,0,157552,1
768,Kerr,684,Spain,Male,41,2,119782,2,0,0,120284,0
769,McKenzie,531,France,Female,63,1,114715,1,0,1,24506,1
770,Pitts,742,Germany,Female,36,2,129748,2,0,0,47271,1
771,Standish,717,France,Male,31,4,129722,1,0,0,41176,0
772,Cartwright,589,France,Male,32,2,0,1,0,1,9468,0
773,Johnstone,767,France,Male,36,3,139180,1,0,0,123880,0
774,Nikitina,636,Germany,Male,49,6,113599,2,1,0,158887,1
775,McElroy,648,France,Male,33,7,134944,1,1,1,117036,0
776,Shen,622,Germany,Female,58,7,116922,1,1,0,120415,1
777,Archer,692,Spain,Male,28,9,118945,1,0,0,16064,1
778,Otutodilinna,754,France,Male,28,8,0,2,1,1,52615,0
779,Shih,679,France,Female,35,8,119182,1,0,0,121210,0
780,Denisov,639,France,Male,27,8,0,2,1,0,192247,0
781,Owens,774,France,Female,37,1,71264,2,0,1,68759,0
782,P'eng,517,France,Male,41,2,0,2,0,1,75937,0
783,Verco,571,France,Female,35,8,0,2,0,0,84569,0
784,Bergamaschi,747,Germany,Male,58,7,116313,1,1,1,190696,1
785,Lorenzo,792,Spain,Male,36,5,92140,1,0,1,67468,0
786,Outtrim,688,France,Male,26,1,0,2,1,1,104435,0
787,Hou,714,Germany,Male,42,2,177640,1,0,1,47166,0
788,Galkin,562,Spain,Female,35,0,0,2,1,0,119899,0
789,Pagnotto,704,Spain,Male,48,8,167997,1,1,1,173498,0
790,Echezonachukwu,698,France,Male,36,2,82275,2,1,1,93249,0
791,Young,611,France,Male,49,3,0,2,1,1,142917,0
792,Summers,850,France,Female,48,6,111962,1,1,0,111755,0
793,Munro,743,Germany,Female,34,1,131736,1,1,1,108543,0
794,Brennan,654,France,Male,29,1,0,1,1,0,180345,0
795,Ball,761,Germany,Male,36,8,108239,2,0,0,99444,0
796,Virgo,702,France,Female,46,9,98444,1,0,1,109563,0
797,Trevisani,488,Germany,Male,32,3,114540,1,1,0,92568,0
798,Padovano,683,France,Female,35,6,187530,2,1,1,37976,0
799,Tao,601,Germany,Female,42,9,133636,1,0,1,103315,0
800,Perez,605,France,Male,52,7,0,2,1,1,173952,0
801,Fraser,671,Germany,Female,44,0,84745,2,0,1,34673,0
802,Alley,614,Germany,Female,31,7,120599,2,1,1,46163,0
803,Howells,511,Spain,Female,29,9,0,2,0,1,140676,0
804,Cameron,850,France,Male,39,4,127771,2,0,1,151738,0
805,Hooper,790,Spain,Female,46,9,0,1,0,0,14679,1
806,Rice,793,France,Female,33,0,0,1,0,0,175544,0
807,Cox,628,France,Male,69,5,0,2,1,1,181964,0
808,Martin,598,Germany,Male,53,10,167772,1,1,1,136886,0
809,Ikenna,657,France,Female,37,6,95845,1,1,0,122218,0
810,Davide,618,France,Female,35,10,0,2,1,0,180439,0
811,Alexander,681,Spain,Male,65,7,134714,2,0,1,190419,0
812,Piazza,516,Spain,Female,33,3,0,2,1,1,58685,0
813,Ni,421,Germany,Male,28,8,122384,3,1,1,89017,1
814,Black,700,France,Female,26,2,0,2,0,0,50051,0
815,Harker,745,France,Male,25,5,157993,2,1,0,146041,0
816,Hughes,696,France,Female,29,8,0,2,1,0,191166,0
817,Chiabuotu,580,Germany,Female,42,2,123331,1,0,0,103516,1
818,Kuo,497,Spain,Male,27,9,75263,1,1,1,164825,0
819,Gallagher,720,France,Female,43,6,137824,2,1,0,172557,0
820,Calabresi,659,Germany,Male,36,4,132578,2,1,0,84320,0
821,Shaw,841,France,Female,36,5,156021,1,0,0,122662,0
822,Zhirov,642,Spain,Male,34,8,0,1,1,0,72085,0
823,Lloyd,732,Spain,Female,69,9,137453,1,0,1,110932,1
824,Palmer,600,Spain,Male,36,4,0,2,1,0,143635,0
825,Ch'eng,464,Germany,Male,33,8,164284,2,1,1,3710,0
826,Avent,680,France,Female,47,5,0,2,1,1,179843,0
827,Huang,758,Spain,Male,56,1,0,2,1,1,10643,0
828,Shaw,630,France,Female,31,2,112373,2,1,1,131167,0
829,Yuan,577,France,Female,39,10,0,2,1,0,10553,0
830,Hawkins,684,France,Female,34,6,0,2,1,1,130928,0
831,Trentini,708,Spain,Female,41,5,0,1,0,1,157003,0
832,Cameron,732,Germany,Female,29,1,154333,1,1,1,138527,0
833,Koehler,634,Germany,Male,37,3,111432,2,1,1,167032,0
834,Wu,633,France,Female,30,6,0,2,0,0,41642,0
835,Manna,559,France,Male,34,2,137390,2,1,0,9677,0
836,Okoli,694,Spain,Female,37,3,0,2,1,1,147012,0
837,Ch'eng,686,Germany,Female,56,5,111642,1,1,1,80553,0
838,Nwokezuike,553,Spain,Female,48,3,0,1,0,1,30730,1
839,Artemiev,507,France,Male,36,4,83543,1,0,0,140134,0
840,Esposito,732,Germany,Male,50,6,145338,1,0,0,91936,1
841,Abbie,818,France,Female,31,1,186796,1,0,0,178252,0
842,Fanucci,660,Germany,Male,35,8,58641,1,0,1,198674,0
843,Jen,773,Spain,Female,41,5,0,1,1,0,28266,1
844,Moss,640,France,Male,44,3,137148,1,1,0,92381,0
845,Lo,505,France,Male,49,7,80001,1,0,0,135180,0
846,Averyanov,714,Germany,Male,21,6,86402,2,0,0,27330,0
847,Unaipon,468,France,Female,42,5,0,2,1,0,125305,0
848,Clamp,611,Spain,Male,51,1,122874,1,1,1,149648,0
849,Lim,705,France,Male,25,0,97544,1,0,1,59887,0
850,Wu,646,Germany,Male,46,1,170826,2,1,0,45041,0
851,Wan,667,Germany,Female,48,1,97133,2,0,0,113316,1
852,Chambers,511,Germany,Female,41,8,153895,1,1,1,39087,0
853,Pettit,653,France,Male,43,6,0,2,1,1,7330,0
854,Baresi,675,France,Female,57,8,0,2,0,1,95463,0
855,Newbery,523,Spain,Male,32,4,0,2,1,0,167848,0
856,Iheanacho,567,Germany,Female,49,5,134956,1,1,0,93953,1
857,Duncan,741,Spain,Male,39,7,143637,2,0,1,174227,0
858,Barry,456,Spain,Male,32,9,147506,1,1,1,135399,0
859,Landry,598,France,Male,64,1,0,1,1,0,195635,1
860,McGregor,667,France,Male,43,8,190227,1,1,0,97508,1
861,Nucci,548,France,Female,32,2,97245,1,1,0,188083,1
862,Pirogov,725,France,Male,41,7,113980,1,1,1,116704,0
